Column1,Brand,Product Code,Product Specification,Price,Inward Date,Dispatch Date,Quantity Sold,Customer Name,Customer Location,Region,Core Specification,Processor Specification,RAM,ROM,SSD
Mobile Phone,OnePlus,8B949691,Design eat ask on hit property cover education chance ball.,191583,01-08-2023,20-08-2023,1,Richard Cannon,Hurleyton,South,N/A,Samsung Exynos,4GB,1TB,N/A
Mobile Phone,OnePlus,49CA35FE,Receive prevent half whom race ok door.,80606,21-12-2023,24-01-2024,8,Jessica Carpenter,Krystalmouth,West,N/A,Apple A-Series,6GB,512GB,N/A
Laptop,Apple,77817D4C,Newspaper model be professional recent follow financial.,173686,01-03-2025,03-04-2025,1,Nathan Kennedy,Jeffville,South,Ryzen 9,Ryzen 9,4GB,512GB,256GB
Laptop,Redmi,3B52DB5C,Remain discuss beat also heart side eight us situation.,135607,07-03-2024,11-03-2024,10,Anthony Brown,East Jamesborough,Central,i9,i9,32GB,256GB,256GB
Mobile Phone,Vivo,06EACA8D,Brother including always speech her worker budget loss.,111274,13-11-2023,20-11-2023,5,Brad Rose,Christopherfurt,South,N/A,MediaTek Dimensity,12GB,128GB,N/A
Mobile Phone,Lenovo,CA441720,Deep anyone scene wear blood physical of discussion recent second.,99846,03-08-2023,05-09-2023,9,Renee Wilson,Kimberlyborough,South,N/A,Snapdragon 8 Gen,12GB,1TB,N/A
Laptop,Vivo,0B76C48D,Perhaps use both short population various.,104308,21-07-2024,02-08-2024,9,Richard Cruz DVM,Lake Nathan,East,Ryzen 7,Ryzen 7,16GB,256GB,1TB
Mobile Phone,Dell,73E20E9A,Party pick eye knowledge especially entire those research join project management.,149078,01-03-2024,10-03-2024,5,Richard Russo,Morrowbury,East,N/A,Samsung Exynos,4GB,128GB,N/A
Mobile Phone,Motorola,E056DDB2,Win PM back interest beautiful door campaign shoulder how keep may address.,21473,23-01-2025,30-01-2025,8,Jeffrey Harvey,West Joshualand,West,N/A,MediaTek Helio,8GB,128GB,N/A
Laptop,Samsung,0A487C8D,Southern condition option support college minute send military range country forget third season.,126170,28-01-2024,08-03-2024,5,Andrew Jones,North Thomas,West,i3,i3,32GB,512GB,1TB
Mobile Phone,Redmi,6CDC5DDA,Realize serve operation who set from Mr design a town four say share.,197821,01-11-2023,02-11-2023,2,Dustin Heath,South Angela,South,N/A,Snapdragon 8 Gen,16GB,256GB,N/A
Laptop,Vivo,F68F6EB4,Half resource notice deal second method son large have receive admit by best most.,30502,17-12-2023,04-01-2024,2,Sandra Bailey,Gonzalesville,North,Ryzen 7,Ryzen 7,8GB,256GB,256GB
Laptop,Lenovo,56D5F8AF,Participant room boy present art machine test within summer take southern.,92060,03-05-2023,24-06-2023,9,Andrew Turner,Lawsonburgh,South,Ryzen 3,Ryzen 3,4GB,512GB,256GB
Mobile Phone,Oppo,953D8294,Service early just cup read none.,24375,29-02-2024,04-03-2024,8,Scott Mccarthy,Port Melissa,South,N/A,MediaTek Helio,4GB,256GB,N/A
Laptop,Apple,DD85960C,Sometimes law member watch item more nor institution other she artist PM cup.,150752,05-05-2024,12-05-2024,8,Heidi Maxwell,Petersonfurt,Central,Ryzen 3,Ryzen 3,32GB,128GB,512GB
Mobile Phone,Asus,9B841E96,Rich movement message strategy kid camera.,43999,26-09-2024,14-11-2024,4,David Vang,South Joseph,South,N/A,MediaTek Helio,6GB,128GB,N/A
Mobile Phone,Apple,7E1AA848,Class or by southern sound foot response blood make son marriage.,100585,03-05-2023,04-05-2023,2,Jeffrey Williams,Garrettchester,West,N/A,Samsung Exynos,32GB,128GB,N/A
Laptop,Samsung,87EA5C35,Detail color movie truth rock exactly official recently activity section.,132628,10-01-2025,16-02-2025,7,Sandra Nelson,Smithton,Central,i3,i3,8GB,1TB,1TB
Mobile Phone,Sony,86682BEF,Consider community alone yes after staff organization long inside run push bill affect.,86781,21-08-2023,23-08-2023,4,Charles Williams,Phillipsborough,West,N/A,MediaTek Helio,12GB,512GB,N/A
Laptop,Toshiba,DA5662B7,Similar before add since myself medical try there night whose customer must.,89917,22-04-2024,05-05-2024,9,Virginia Oliver,South Christineberg,East,i7,i7,32GB,256GB,2TB
Laptop,Google,D07C850E,Program against sort by case consider.,44735,30-10-2023,18-12-2023,9,Richard Wilson,Port Dylan,North,i3,i3,4GB,512GB,2TB
Mobile Phone,Apple,0E211A43,Sure always close record defense visit blood.,185243,03-02-2025,24-03-2025,2,Miguel Jones,Smithchester,South,N/A,Snapdragon 7 Gen,8GB,512GB,N/A
Laptop,Realme,A452EB34,Culture resource than smile person site range he mother energy character into.,146907,10-08-2024,15-09-2024,1,Kristen Chambers,Jamesmouth,West,Ryzen 5,Ryzen 5,6GB,512GB,2TB
Mobile Phone,Oppo,1DC292ED,Few reveal recognize rock sport consider son century another address.,132957,08-10-2023,06-11-2023,6,Kevin Ramirez,Ronaldchester,South,N/A,Apple A-Series,12GB,1TB,N/A
Mobile Phone,Apple,2B0614A8,Condition attorney size live recognize some consumer.,161474,17-06-2024,05-07-2024,7,Matthew Schmidt,Nathanport,West,N/A,MediaTek Helio,32GB,64GB,N/A
Laptop,HP,E178AD2E,Training ever imagine maybe outside place.,85548,05-12-2023,15-01-2024,9,Colin Townsend,Harrisonfort,West,Ryzen 7,Ryzen 7,6GB,128GB,2TB
Mobile Phone,Lenovo,B03E2B2F,Finish dark bag paper it quite west again draw.,35828,27-05-2024,14-07-2024,7,Michael Graham,West Ronnie,East,N/A,Samsung Exynos,32GB,512GB,N/A
Mobile Phone,HP,ABB382CD,National seven deal quality cost second total specific wear wide.,148979,05-08-2024,13-08-2024,5,Lisa Stark,New Brett,Central,N/A,MediaTek Dimensity,4GB,256GB,N/A
Mobile Phone,Sony,EE90D7A8,Ball old hair wrong effort try condition for trouble medical.,44806,18-05-2024,16-06-2024,10,Martin Baxter,West Susanmouth,East,N/A,Snapdragon 7 Gen,6GB,1TB,N/A
Mobile Phone,Apple,BD027642,Health me stock night color important forward or data address best.,113831,16-03-2024,27-03-2024,10,Regina Garcia,Crystalville,East,N/A,Samsung Exynos,16GB,64GB,N/A
Laptop,Motorola,168898B6,Beautiful week election fact effort tax consider scientist our red single.,168887,31-03-2024,23-04-2024,9,Melissa Young,Simmonsstad,Central,i5,i5,6GB,256GB,1TB
Mobile Phone,Microsoft,7F6E866A,Television line set use better attention suggest ability.,191318,23-11-2024,26-11-2024,9,Anthony Thomas,Dorseyview,North,N/A,Snapdragon 8 Gen,8GB,64GB,N/A
Laptop,Acer,E548832B,Seem attorney green huge several when computer check.,69556,03-03-2025,13-03-2025,5,Cole Hensley,Solisburgh,East,Ryzen 9,Ryzen 9,32GB,128GB,256GB
Mobile Phone,Oppo,8C2805DC,Usually mouth give business value key body.,111499,12-04-2024,14-05-2024,1,Christopher Hogan,New Johnfurt,South,N/A,Samsung Exynos,32GB,64GB,N/A
Laptop,Nokia,4B8D2612,At nice music career writer claim dream population individual director respond.,95549,04-04-2023,14-04-2023,3,Lisa Simpson,New Cindybury,North,Ryzen 5,Ryzen 5,16GB,512GB,2TB
Laptop,Apple,892380AE,Lawyer soon environmental special deal truth power take summer dinner read.,120639,02-07-2023,30-08-2023,9,Eric Jackson,Lake Georgeview,East,Ryzen 3,Ryzen 3,8GB,64GB,256GB
Mobile Phone,Motorola,38D81997,Challenge for quite second know anyone.,110601,06-10-2023,13-11-2023,8,Savannah Cabrera,Stephensonfurt,East,N/A,Snapdragon 7 Gen,16GB,64GB,N/A
Laptop,Google,C91356B3,Though arrive remember husband film fall history visit ever.,119769,25-02-2024,15-04-2024,3,Edward Johnson,Dylanberg,Central,i7,i7,8GB,1TB,2TB
Laptop,Nokia,614B8386,Mrs middle arm task thought social anyone anything.,105608,27-01-2024,31-01-2024,1,Caitlin Spencer,Lake Kyleshire,Central,i5,i5,8GB,1TB,256GB
Mobile Phone,Acer,F793A43A,Ask true and until doctor while notice shake line message those alone.,104050,02-04-2024,22-04-2024,10,Terrance Bowman,Lake Johnberg,East,N/A,Snapdragon 7s,6GB,128GB,N/A
Mobile Phone,Nokia,C5F9BAF1,Opportunity short science only on tree value less test cold.,60885,27-05-2024,03-06-2024,3,Brian Garner,Bassville,West,N/A,Apple A-Series,16GB,64GB,N/A
Mobile Phone,Asus,468B832E,Some whose first serve look organization with.,158523,14-10-2024,11-12-2024,8,Sarah Gates,Port Brenda,East,N/A,MediaTek Dimensity,12GB,1TB,N/A
Mobile Phone,HP,F156CDFA,Above couple pay ball stay leader from base too lose.,197678,27-05-2024,10-06-2024,2,Kendra Wood,Ashleyland,West,N/A,MediaTek Helio,12GB,1TB,N/A
Mobile Phone,Google,FD5A605B,Rise catch western teacher include property all defense speech.,158146,30-01-2024,12-02-2024,10,Sara Wheeler,New Peter,Central,N/A,Apple A-Series,32GB,128GB,N/A
Mobile Phone,Acer,0E1DDE3A,Necessary budget evidence foot can conference eat involve charge long church stand relate.,97112,22-08-2023,05-10-2023,10,Jamie Cook,South Anthonybury,West,N/A,Snapdragon 8 Gen,16GB,512GB,N/A
Laptop,Realme,B7E4F97C,Red difficult and group result peace.,46972,05-01-2024,20-02-2024,9,Michael Robinson,Gregoryhaven,West,i3,i3,4GB,1TB,2TB
Mobile Phone,Huawei,5CA03898,Prepare south could paper without arrive whatever because year.,39088,24-08-2024,29-09-2024,10,Matthew Johnson,Davidmouth,North,N/A,Snapdragon 7s,32GB,64GB,N/A
Laptop,Dell,76F3D230,Sport soldier move often enough people agree.,139812,05-04-2024,26-04-2024,6,Allison Summers,Jacobfort,East,i9,i9,16GB,1TB,512GB
Laptop,Nokia,62FCAC3B,Throw chance explain bag into much current miss.,38155,06-02-2024,03-03-2024,6,Jessica Brown,Lake Colin,South,i3,i3,12GB,256GB,512GB
Laptop,Google,FE9426C6,Television performance staff me defense take foreign prevent suffer support pattern.,153341,09-01-2025,23-02-2025,6,Justin Ortiz,Ricardofort,East,i9,i9,6GB,256GB,512GB
Laptop,Nokia,3CAE10F4,Recently democratic choice ten practice fire put board they.,102316,01-04-2024,23-04-2024,8,Ashley Brock,New Coryhaven,West,i3,i3,12GB,256GB,1TB
Laptop,Oppo,13E71D10,Prepare young sell heart people including size.,47771,04-09-2023,12-09-2023,4,Willie Johnston,Ashleyburgh,Central,i5,i5,16GB,256GB,1TB
Laptop,Microsoft,DE40CE04,Know whom grow she feeling establish.,8343,01-05-2024,26-06-2024,2,Calvin Morris,Samuelside,West,Ryzen 9,Ryzen 9,32GB,64GB,256GB
Laptop,Toshiba,5A2D264B,Instead manage child west meeting citizen culture heavy senior opportunity growth.,49626,21-09-2023,30-10-2023,10,Joseph Smith,Caseberg,Central,Ryzen 5,Ryzen 5,8GB,256GB,512GB
Mobile Phone,iQOO,CAE45A03,Watch option couple painting board number local.,71741,12-10-2024,07-11-2024,2,Alexis Rowe,Barbaraburgh,Central,N/A,MediaTek Dimensity,16GB,256GB,N/A
Laptop,Samsung,162FD3EA,Break price difference build see food culture wall account because.,107175,18-08-2024,06-09-2024,6,Brittany Jones,East Frank,East,i3,i3,4GB,256GB,512GB
Mobile Phone,Samsung,A565179B,Ten dream remain others forward happy girl well feel.,150439,16-01-2024,09-03-2024,9,Tonya Martinez,East Ryantown,North,N/A,Apple A-Series,4GB,1TB,N/A
Mobile Phone,OnePlus,CB3FD2E5,Charge focus mouth or gas trial young miss.,187277,06-01-2025,13-02-2025,2,Kathy Ferguson,Diaztown,West,N/A,MediaTek Helio,6GB,64GB,N/A
Laptop,Motorola,5386F580,Provide find both word table meeting recently these.,54086,14-02-2024,22-03-2024,6,Stephen Garcia,Bennettfort,East,Ryzen 7,Ryzen 7,12GB,256GB,2TB
Mobile Phone,Nokia,F3A79CC4,Accept talk admit quickly skill treatment laugh their political somebody two.,91568,19-08-2024,23-08-2024,5,Ashlee Hubbard,Lake Mary,West,N/A,Snapdragon 8 Gen,4GB,256GB,N/A
Mobile Phone,Redmi,0EB5FD3C,Treat fish impact against carry cause process.,117736,11-09-2024,20-09-2024,4,Renee Nelson,Staceyview,West,N/A,Samsung Exynos,16GB,128GB,N/A
Mobile Phone,Microsoft,77B93FC9,Be few although research war hold policy after.,45254,18-02-2024,17-04-2024,10,Edward Delacruz,Port Brendaton,North,N/A,Snapdragon 8 Gen,8GB,512GB,N/A
Laptop,Google,E0E93AA4,Choice study who often matter thing cost future someone push seat.,151677,04-11-2023,28-12-2023,6,Amy Houston,New Jimmyhaven,North,i9,i9,8GB,128GB,512GB
Mobile Phone,Realme,051E869C,No close scientist recently listen since car prevent town cultural our.,29026,22-08-2024,13-10-2024,10,Peter Clark,North Michaelmouth,Central,N/A,Apple A-Series,12GB,256GB,N/A
Laptop,Huawei,66AC9449,Million nothing program perform difficult tax consider why television arrive.,26195,24-09-2023,01-10-2023,6,Scott Boyd,Susanview,North,Ryzen 7,Ryzen 7,4GB,512GB,256GB
Mobile Phone,Acer,52CB0E72,Just administration game into there consider professional represent exist nation.,51959,13-11-2024,13-12-2024,8,James Wilson,South Bryan,Central,N/A,Snapdragon 7 Gen,16GB,64GB,N/A
Laptop,Realme,62C03D92,Behind amount next perhaps compare case future wide.,98318,27-02-2024,04-04-2024,6,Shannon Lewis,Sanchezport,East,Ryzen 5,Ryzen 5,6GB,64GB,512GB
Mobile Phone,Nokia,4D9EC229,Sing could center daughter realize agreement white real scene stop.,55801,08-10-2024,25-11-2024,9,Jennifer Cook,Sanchezborough,North,N/A,Snapdragon 7 Gen,6GB,512GB,N/A
Mobile Phone,Microsoft,4B9CC4DB,Team team control attorney to hard four stand catch manage.,84872,21-05-2024,08-07-2024,4,Dawn Johnson,Brettstad,Central,N/A,Snapdragon 7s,4GB,1TB,N/A
Laptop,Oppo,3C9FA521,It save might serve process TV official scientist.,76410,22-11-2023,05-12-2023,9,Corey Mckenzie MD,Lindseyshire,West,i9,i9,8GB,1TB,1TB
Laptop,Sony,6999F09C,Fish word less great form road.,35602,10-03-2024,22-03-2024,7,Kimberly Moore,East Heathermouth,North,Ryzen 3,Ryzen 3,4GB,1TB,1TB
Laptop,Toshiba,45E74829,Sell sport actually son lose drug go same baby help because bag.,141897,27-03-2023,10-05-2023,10,Andrea Ryan,Hobbsfort,Central,i3,i3,6GB,256GB,2TB
Laptop,Apple,7978130,Together buy drug catch democratic give often.,178480,07-12-2024,09-12-2024,1,Matthew Rubio,Carlyhaven,North,Ryzen 5,Ryzen 5,12GB,512GB,512GB
Mobile Phone,Lenovo,47596142,Wind firm if college day billion computer institution relationship week old per always.,37047,05-01-2024,26-01-2024,5,Daniel Golden,Contrerasmouth,West,N/A,Samsung Exynos,32GB,64GB,N/A
Laptop,iQOO,B800C380,Certainly I bill amount TV person oil third teacher conference thousand like imagine.,127560,09-07-2024,04-09-2024,2,Brian Mckee,Emilyshire,West,Ryzen 7,Ryzen 7,4GB,256GB,1TB
Laptop,Microsoft,858ADA4F,Admit water heart free party image.,21984,03-07-2024,26-07-2024,9,Teresa Mcclure,West Billy,North,i5,i5,12GB,1TB,512GB
Laptop,HP,7B06E679,Education throw country language not kind lot.,74249,02-06-2024,28-07-2024,7,Ashley Andrade,Randymouth,North,i7,i7,6GB,64GB,1TB
Laptop,Google,7E105BF4,New weight station pretty tree ok image process president.,62694,26-08-2024,15-09-2024,7,Crystal Smith,North Anthonystad,Central,i3,i3,6GB,64GB,256GB
Laptop,Lenovo,BD72D051,Fact single occur ability fall ability product.,177469,18-09-2024,07-10-2024,8,Michael Jackson,West Williamberg,North,i7,i7,16GB,128GB,256GB
Laptop,Lenovo,DE84013D,Without personal simply production church thank issue coach.,84415,11-01-2024,18-01-2024,4,Joseph Morris,Lake Andrewfort,Central,Ryzen 5,Ryzen 5,32GB,64GB,1TB
Laptop,Lenovo,4621CADC,Condition commercial they state possible care value meet.,195790,17-08-2024,06-09-2024,3,Lynn Hanson,Simmonsshire,West,i5,i5,8GB,256GB,2TB
Mobile Phone,HP,9A86223A,Say there raise end and road.,23442,08-11-2024,29-12-2024,10,Christopher Nelson,Lake Lawrence,North,N/A,Snapdragon 8 Gen,4GB,256GB,N/A
Mobile Phone,Acer,E1E34E7C,Back history until board board year.,17006,12-08-2023,13-09-2023,6,Cynthia Daniels,Timothymouth,West,N/A,Samsung Exynos,16GB,64GB,N/A
Laptop,iQOO,1E89D9F0,Phone long picture understand yeah who.,144696,22-05-2023,29-05-2023,8,Tamara Adams,New Jamesland,South,Ryzen 9,Ryzen 9,4GB,128GB,512GB
Mobile Phone,Apple,9545EB2F,Still follow school chance picture order history participant how care.,73719,25-09-2023,04-10-2023,9,Sara Perkins,South Williamville,Central,N/A,Snapdragon 7s,12GB,256GB,N/A
Laptop,Dell,A0C99D72,National baby nothing woman level four.,47338,23-05-2024,01-06-2024,7,Gavin Sullivan,Lake Margaret,Central,i7,i7,32GB,1TB,256GB
Mobile Phone,Apple,F0A66748,Behind policy which hotel newspaper energy manage part evidence back child leader.,144642,02-02-2025,29-03-2025,5,Patricia Smith,New Brianborough,South,N/A,Snapdragon 7 Gen,32GB,1TB,N/A
Laptop,Toshiba,E1D5E8A0,Why white after learn today your coach almost space either television.,142343,14-03-2025,01-04-2025,4,Jacob Willis,West Lauraburgh,East,i3,i3,4GB,256GB,512GB
Laptop,Lenovo,13ECBD85,Issue rich no nothing wonder his draw book evidence husband instead answer reality.,198315,29-04-2024,19-05-2024,8,Rachael Stephenson,Kendrahaven,North,i7,i7,4GB,512GB,256GB
Mobile Phone,Asus,24965AB4,Concern ten town policy century guess start in late arm without.,130378,14-05-2024,04-07-2024,10,Joseph Wilson,Brianbury,East,N/A,Apple A-Series,16GB,1TB,N/A
Mobile Phone,Microsoft,AEAA6082,Entire notice third tell authority or investment.,64140,26-10-2024,27-11-2024,4,Caroline Solis,West Kristen,Central,N/A,Samsung Exynos,8GB,512GB,N/A
Mobile Phone,Motorola,D5D35F44,Sell while throw from contain serious college carry both.,166753,19-06-2023,11-08-2023,3,Rhonda Scott DDS,West Abigail,South,N/A,Apple A-Series,6GB,1TB,N/A
Laptop,Apple,8454CAE7,Idea bag radio positive special boy room cover few record.,119874,11-12-2024,06-01-2025,7,Brandon Leon,Halefurt,West,Ryzen 3,Ryzen 3,16GB,256GB,2TB
Mobile Phone,Dell,AC27D173,Clearly enter detail animal concern stand of although base.,6313,12-11-2023,23-12-2023,8,Sandra Small,North Christopher,North,N/A,Snapdragon 7s,8GB,128GB,N/A
Mobile Phone,Oppo,561315B8,Represent contain as professional hour full whether how sing simple probably.,169196,08-07-2024,24-08-2024,7,Larry Williams,North Cherylmouth,Central,N/A,MediaTek Helio,6GB,128GB,N/A
Mobile Phone,Apple,2E13939A,Week group father agreement exactly education wrong get very machine public.,153127,23-10-2024,24-10-2024,5,Jennifer Taylor,North Tammy,North,N/A,Samsung Exynos,6GB,512GB,N/A
Mobile Phone,Nokia,04CADFD5,Color blue effort space live report story.,171207,03-02-2025,28-02-2025,1,Michael Pitts,Danielleside,Central,N/A,Samsung Exynos,6GB,256GB,N/A
Laptop,HP,AE977D0B,Husband most dog affect body her activity billion room hard black particular something necessary.,62485,14-08-2024,21-09-2024,4,Karen Turner,South Lynn,South,i5,i5,6GB,1TB,512GB
Laptop,Asus,9AB4B1CE,Week public news sea which blue term player base unit.,97480,11-12-2023,30-01-2024,1,Derrick Eaton,Andersonhaven,East,i7,i7,8GB,64GB,1TB
Laptop,Dell,7E38A337,Hundred hit box model significant on discussion career easy for pattern road animal.,29694,07-06-2023,20-06-2023,4,Lisa Ballard,West Jessica,Central,i7,i7,8GB,256GB,512GB
Laptop,Google,F1303A95,Girl heavy laugh miss talk author author.,39370,17-02-2024,22-02-2024,8,Rhonda Peterson,Victoriaburgh,East,i3,i3,6GB,1TB,2TB
Mobile Phone,Redmi,5168C9D2,Both people knowledge our season series worry these enough.,99471,10-05-2024,11-06-2024,7,Karen Hale,Kimberlyland,North,N/A,MediaTek Helio,6GB,512GB,N/A
Mobile Phone,Oppo,7B32997F,Like foreign program color against business.,159923,28-12-2024,26-02-2025,5,Sean Gonzalez,Port Jamesmouth,East,N/A,Snapdragon 7 Gen,32GB,256GB,N/A
Mobile Phone,Motorola,67481299,Young financial our could indicate understand matter list home benefit.,152272,18-11-2024,30-12-2024,7,Stephanie Flores,Zacharybury,East,N/A,MediaTek Helio,4GB,256GB,N/A
Laptop,OnePlus,4D50ED4D,Case cultural from edge once much bad sort debate drug power.,83163,20-04-2024,01-06-2024,5,Sandra White,Lake Jasminefort,West,i5,i5,6GB,512GB,2TB
